,history,response,speaker,knowledge_base,dialogue_id,corrupted_response,corrupt_entity,original_entity,hallucination_tags,corrupt_relation,corrupt_history
1746,"['Do you like the New York Yankees ?', 'I think they have been the most popular team ever .']","They are owned by George Steinbrenner , who was portrayed by two different actors on Seinfeld when George Costanza worked at the stadium in the sitcom . Do you like SEinfeld ?",assistant,"{'paths': [['New York Yankees', '~Team Owned', 'George Steinbrenner']], 'render': 'New York Yankees : `~Team Owned`: George Steinbrenner'}",4269,"they are owned by twelve , who was portrayed by henry gifford different actors on one when 40 worked at the stadium in the sitcom . do you like one ?","['one', 'Henry Gifford', 'Twelve', '40']","['George Costanza', 'two', 'George Steinbrenner', 'Seinfeld']","['O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'U-HALLUC', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
16084,"['I like the book   I Am Number Four , can you recommend similar books ?', 'Sure . I Am Number Four was written by Pittacus Lore , who also wrote The Rise of Nine and The Revenge of Seven .', 'Can you tell me more about The Rise of Nine', ""I do n't know anything more about The Rise of Nine , however I do know I Am Number Four was adapted to film ."", 'OK . Who directed it ?']","I do n't know that , either . It is a science fiction movie , so I would recommend the movie 2012 for your viewing pleasure .",assistant,"{'paths': [['2012', 'has_genre', 'Science Fiction']], 'render': '2012 has genre Science Fiction'}",4396,"i do n't know that , either . it is a science fiction movie , so i would recommend the movie 2012 for your viewing pleasure .",,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
3166,['Could you recommend something similar to Flight ?'],This is a Thriller starring Denzel Washington . Do you like the genre or would you like to see Denzel in another movie ?,assistant,"{'paths': [['Flight', 'starred_actors', 'Denzel Washington']], 'render': 'Flight is starring Denzel Washington'}",6436,this is a the monkey house starring the english football team . do you like the genre or would you like to see denzel in another movie ?,"['the Monkey House', 'The English Football Team']","['Denzel Washington', 'Thriller']","['O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
22102,"['Do you like the book Outlander ?', ""I never read the book but i heard it 's a good book . It is written by Diana Gabaldon ."", ""I liked it a lot but I 'm not sure what else she writes , do you know ?"", ""Diana Gabaldon wrote My Own Heart 's Blood which is a good book .""]",What 's that one about ? And are there any others she writes ?,user,"{'paths': [['Diana Gabaldon', '~written_by', ""Written in My Own Heart's Blood""]], 'render': ""Diana Gabaldon wrote Written in My Own Heart's Blood""}",4399,what 's that one about ? and are there any others she writes ?,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[],
1633,"['What do you think about Thomas Muller ?', ""Is n't he a football player in Germany ?"", 'Yes , I believe he is . i think he has played in Minuch , andWeilheim Oberbayern .', ""He also won a Bravo Award . I think that 's awesome !"", 'Yes , he has outstanding stats . Not everyone can win the Bravo Award . What do you think ?']","I agree , especially with forward players like Wayne Rooney & Victor Anichebe .",assistant,"{'paths': [['Forward', '~Position(s)', 'Wayne Rooney']], 'render': 'Forward : `~Position(s)`: Wayne Rooney'}",5891,"i agree , especially with forward players like mahendra singh dhoni & victor anichebe .",['Mahendra Singh Dhoni'],['Wayne Rooney'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O']",['Children'],"['What do you think about Thomas Muller ?', ""is n't he a football player in germany ?"", 'yes , i believe he is . i think he has played in minuch , andweilheim oberbayern .', ""He also won a Bravo Award . I think that 's awesome !"", 'Yes , he has outstanding stats . Not everyone can win the Bravo Award . What do you think ?']"
16622,"['I like the book The Very Hungry Caterpillar . Do you know when it was released ?', 'Yes , It was released in 1969 and written by Eric Carle .']",Okay thanks   It was the best picture book I remembered as a child . Are there any similar books out there like this one ?,user,"{'paths': [['Eric Carle', '~written_by', 'The Very Hungry Caterpillar'], ['The Very Hungry Caterpillar', 'has_genre', 'Picture book']], 'render': 'Eric Carle wrote The Very Hungry Caterpillar. The Very Hungry Caterpillar has genre Picture book'}",4200,okay thanks   it was the best picture book i remembered as a child . are there any similar books out there like this one ?,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
5986,"['What can you tell me about Britney Spears ?', ""That she 's a singer , and a personal friend to Madonna . You 've heard about her former relationship with Timberlake right ?"", ""Yeah , is n't Madonna with Sean Penn ?"", 'Yeah , apparently so . Did you know that Penn is the writer of the book Into the Wild ?', 'Yes , I saw something on that . John Krakauer was in on it too .']","Well , it became a movie not long ago . Did you know that William Hurt starred in it ?",assistant,"{'paths': [['Sean Penn', '~directed_by', 'Into the Wild'], ['Into the Wild', 'starred_actors', 'William Hurt']], 'render': 'Sean Penn directed Into the Wild. Into the Wild is starring William Hurt'}",4810,"well , it became a movie not long ago . did you know that sandrine bonnaire starred in it ?",['Sandrine Bonnaire'],['William Hurt'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O']",['Romantic relationship (with celebrities)'],
13128,"['Do you know The Importance of Being Earnest ?', ""It was written by Oscar Wilde was n't it"", ""Yes , you 're right .   It 's a comedy play by him .   We did it in high school   Did you read it ?"", 'No I have never read it']","Some of his other titles are The Canterville Ghost , An Ideal Husband , and The Picture of Dorian Gray .",user,"{'paths': [['Oscar Wilde', '~written_by', 'The Canterville Ghost'], ['The Canterville Ghost', 'has_genre', 'Horror']], 'render': 'Oscar Wilde wrote The Canterville Ghost. The Canterville Ghost has genre Horror'}",6146,"some of his other titles are material girl , love stargirl , and film .","['Film', 'Love Stargirl', 'Material Girl']","['The Picture of Dorian Gray', 'The Canterville Ghost', 'An Ideal Husband']","['O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'U-HALLUC', 'O']",['release_year'],"['Do you know The Importance of Being Earnest ?', ""It was written by Oscar Wilde was n't it"", ""Yes , you 're right .   It 's a comedy play by him .   We did it in high school   Did you read it ?"", 'No I have never read it']"
15325,"['I really like Douglas Adams .   Can you recommend something for me ?', ""He 's theg guy that wrote , The Ultimate Hitchhiker 's Guide : Five Complete Novels and One Story , am I right ?"", ""Yes , I read The Ultimate Hitchhiker 's Guide .   Can you recommend something similar ?"", 'The Restaurant at the End of the Universe is one of Douglas Adams most renowned works of art . Have you read that one ?', ""No , I 'll have to check it out .   He also wrote Mostly Harmless , right ?""]","Yes , but I have n't read that one yet . I think I will read that one after I finish Life , the Universe and Everything .",assistant,"{'paths': [['Douglas Adams', '~written_by', 'Life, the Universe and Everything']], 'render': 'Douglas Adams wrote Life, the Universe and Everything'}",4244,"yes , but i have n't read that one yet . i think i will read that one after i finish life , the universe and everything .",[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
2214,['Do you like a movie Pearl Harbor ?'],I 'm not a huge fan of war movies but I do enjoy Jennifer Garner who is one of the stars in Pearl Harbor . Do you like it ?,assistant,"{'paths': [['Pearl Harbor', 'has_genre', 'War']], 'render': 'Pearl Harbor has genre War'}",4938,i 'm not a huge fan of war movies but i do enjoy winter garden who is one of the stars in spider - man . do you like it ?,"['Winter Garden', 'Spider - Man']","['Jennifer Garner', 'Pearl Harbor']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O']",,
1325,"['Do you know any thing related to Jess Harnell ?', 'Yes He starred in Wreck - it Ralph', ""That 's interesting , do you know who wrote the movie Wreck - it Ralph ?""]",Rich Moore Wrote that,assistant,"{'paths': [['Rich Moore', '~written_by', 'Wreck-It Ralph'], ['Wreck-It Ralph', 'starred_actors', 'Mona Marshall']], 'render': 'Rich Moore wrote Wreck-It Ralph. Wreck-It Ralph is starring Mona Marshall'}",5585,mike mccarthy wrote that,['Mike McCarthy'],['Rich Moore'],"['B-HALLUC', 'L-HALLUC', 'O', 'O']",['starred_actors'],"['do you know any thing related to jess harnell ?', 'yes he starred in wreck - it ralph', ""That 's interesting , do you know who wrote the movie Wreck - it Ralph ?""]"
25214,"['do you like the book the selection ?', ""I 've never read it , but I love the Author . Have you read The Queen ?""]","I agree , Peter Morgan is a great author . Was The Queen good ?",user,"{'paths': [['The Queen', 'written_by', 'Peter Morgan']], 'render': 'The Queen is written by Peter Morgan'}",4414,"i agree , peter morgan is a great author . was the queen good ?",,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['written_by'],"['do you like the book the selection ?', ""I 've never read it , but I love the Author . Have you read The Queen ?""]"
3326,"['What do you think about the Dallas Cowboys ?', ""I liked them better when Jason Witten was playing , but they 're still a pretty good team . Are you a fan of the Cowboys ?"", 'I watch football occasionally , what position did Jason Witten play ?']","He played the tight end position , and is probably one of the greatest of all time . Another good TE is Vernon Davis .",assistant,"{'paths': [['Tight end', '~Position(s)', 'Vernon Davis']], 'render': 'Tight end : `~Position(s)`: Vernon Davis'}",6676,"he played the tight end position , and is probably paul mccartney of the greatest of all time . another good te is 12 .","['Paul McCartney', '12']","['one', 'Vernon Davis']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O']",,
9198,['Could you recommend a good movie starring Mel Gibson ?'],Braveheart is an excellent movie that I 'd recommend,assistant,"{'paths': [['Mel Gibson', '~starred_actors', 'Braveheart'], ['Braveheart', 'written_by', 'Randall Wallace']], 'render': 'Mel Gibson starred in Braveheart. Braveheart is written by Randall Wallace'}",5190,mel gibson is an excellent movie that i 'd recommend,['Mel Gibson'],['Braveheart'],"['B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['has_genre'],
499,"['Do you know anything about the book The Strange Case of Dr Jekyll and Mr Hyde ?', 'The Strange Case of Dr Jekyll and Mr Hyde was written by Robert Louis Stevenson . Would you like to know what else he has written ?']","Yes , but I 've already read Treasure Island .  ",user,"{'paths': [['Robert Louis Stevenson', '~written_by', 'Treasure Island']], 'render': 'Robert Louis Stevenson wrote Treasure Island'}",4680,"yes , but i 've already read giver .  ",['Giver'],['Treasure Island'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O']",['is-a'],"['do you know anything about the book kipleigh brown and the call of the wild ?', 'The Strange Case of Dr Jekyll and Mr Hyde was written by Robert Louis Stevenson . Would you like to know what else he has written ?']"
13421,['what do you think about the arizona cardinals ?'],I do n't know much but I think they are in the NFL and are owned by Bill Bidwill .,assistant,"{'paths': [['Arizona Cardinals', '~Team', 'National Football League']], 'render': 'Arizona Cardinals : `~Team`: National Football League'}",6587,i do n't know much but i think they are in the penelope cruz and are owned by the trigicall historie of hamlet .,"['Penelope Cruz', 'The Trigicall Historie of Hamlet']","['NFL', 'Bill Bidwill']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O']",[],['what do you think about the arizona cardinals ?']
5921,"['Do you know if FC Bayern Munich is a team ?', 'Yes , it is a German sports club based in Munich , Bavaria coached by Louis van Gaal . Do you like football']",Is he from Amsterdam ?,user,"{'paths': [['Louis van Gaal', '~has_person', 'Amsterdam']], 'render': 'Louis van Gaal : `~has_person`: Amsterdam'}",4766,is he from netherlands ?,['Netherlands'],['Amsterdam'],"['O', 'O', 'O', 'U-HALLUC', 'O']",['Country'],
8496,['What do you think about the Carolina Panthers ?'],I like them well enough . Their coach is John Fox right ?,assistant,"{'paths': [['Carolina Panthers', '~Team coached', 'John Fox']], 'render': 'Carolina Panthers : `~Team coached`: John Fox'}",4220,i like them well enough . their coach is carolina panthers right ?,['Carolina Panthers'],['John Fox'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O']",['Gender'],
20965,"['I like Ato Essandoh , do you know of any movies he starred in ?', 'Do you like romance films , because I can recommend a movie with Ato Essandoh in it', 'Sure , which do you recommend ?']",Try checking out Nights in Rodanthe,assistant,"{'paths': [['Ato Essandoh', '~starred_actors', 'Nights in Rodanthe (Romance Film)']], 'render': 'Ato Essandoh starred in Nights in Rodanthe (Romance Film)'}",4519,try checking out nights in rodanthe,[],[],"['O', 'O', 'O', 'O', 'O', 'O']",[],
5417,"['What do you know about Demi Lovato ?', ""She sung Give Your Heart a Break and Why Do n't You Love Me .   Have you heard of those songs ?""]",Yes I have . Did you know she began her career in Dallas and was on the show The X Factor ?,user,"{'paths': [['Give Your Heart a Break', 'Lyricist', 'Demi Lovato'], ['Demi Lovato', 'Place Musical Career Began', 'Dallas']], 'render': 'Give Your Heart a Break : `Lyricist`: Demi Lovato. Demi Lovato : `Place Musical Career Began`: Dallas'}",4424,yes i have . did you know she began her career in dallas/fort worth international airport and was on the show the x factor ?,['Dallas/Fort Worth International Airport'],['Dallas'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['Travel destination served'],
821,"['I like getting lost in movies , can you tell me more about the movie , Jumper , please .']",It is written by Steven Gould,assistant,"{'paths': [['Jumper', 'written_by', 'Steven Gould']], 'render': 'Jumper is written by Steven Gould'}",5033,it is written by sean penn,['Sean Penn'],['Steven Gould'],"['O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC']",['is-a'],"['i like getting lost in movies , can you tell me more about the movie , jumper , please .']"
3355,['Do you know movies directed by Antoine Fuqua ?'],He directed the Movie Olympus Has Fallen and Brooklyn 's Finest .,assistant,"{'paths': [['Antoine Fuqua', '~directed_by', 'Olympus Has Fallen'], ['Olympus Has Fallen', 'starred_actors', 'Gerard Butler']], 'render': 'Antoine Fuqua directed Olympus Has Fallen. Olympus Has Fallen is starring Gerard Butler'}",6725,he directed willow and scandal 's finest .,"['Willow', 'Scandal']","['the Movie Olympus Has Fallen', 'Brooklyn']","['O', 'O', 'U-HALLUC', 'O', 'U-HALLUC', 'O', 'O', 'O']",,
5873,['I like french directors do you know if Olivier Megaton is one ?'],"Yes , he is .   He directed both Taken 2 , and Taken 3 .   Have you seen those ?",assistant,"{'paths': [['Olivier Megaton', '~directed_by', 'Taken 2']], 'render': 'Olivier Megaton directed Taken 2'}",4738,"yes , he is .   he directed both united states of america , and taken 3 .   have you seen those ?",['United States of America'],['Taken 2'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['Country of origin'],
